common_voice_eo_18547818|Ne valoras la faro la koston de la preparo|Ne valoras la faro la koston de la preparo
common_voice_eo_18547819|Al fiŝo kuirita jam akvo ne helpos|Al fiŝo kuirita jam akvo ne helpos
common_voice_eo_18547820|Tamen mi uzis ĉiuspecajn antaŭzorgojn|Tamen mi uzis ĉiuspecajn antaŭzorgojn
common_voice_eo_18547821|Reĝino estis la amantino de Fernando|Reĝino estis la amantino de Fernando
common_voice_eo_18547822|Mi esperas ke okazis al ŝi neniu akcidento li murmuris|Mi esperas ke okazis al ŝi neniu akcidento li murmuris
common_voice_eo_18547833|Kiu rigardas ĉielon maltrafas sian celon|Kiu rigardas ĉielon maltrafas sian celon
common_voice_eo_18547834|Rigardu se vi timas mi predikos per ekzemplo|Rigardu se vi timas mi predikos per ekzemplo
common_voice_eo_18547835|Sonĝo teruras sonĝo forkuras|Sonĝo teruras sonĝo forkuras
common_voice_eo_18547836|Klozelo staris senmova|Klozelo staris senmova
common_voice_eo_18547837|Elpeli iun el la mondo de la vivuloj|Elpeli iun el la mondo de la vivuloj
common_voice_eo_18547853|Zorgu pri vi kaj nenion pli|Zorgu pri vi kaj nenion pli
common_voice_eo_18547854|Li havas muŝon en la kapo|Li havas muŝon en la kapo
common_voice_eo_18547863|La advokato atentege aŭskultis la klarigojn liveritajn de Maziero|La advokato atentege aŭskultis la klarigojn liveritajn de Maziero
common_voice_eo_18547865|Eĉ plej nigra bovino donas lakton nur blankan|Eĉ plej nigra bovino donas lakton nur blankan
common_voice_eo_18547867|En nomo de la ĉielo sed pro bono de la felo|En nomo de la ĉielo sed pro bono de la felo
common_voice_eo_18547895|Penu vin senkulpigi se tion fari vi povos|Penu vin senkulpigi se tion fari vi povos
common_voice_eo_18547898|Plendinda fraŭlino|Plendinda fraŭlino
common_voice_eo_18547900|La juna advokato faris subitan ekmovon|La juna advokato faris subitan ekmovon
common_voice_eo_18547901|Granda telero malplena kulero|Granda telero malplena kulero
common_voice_eo_18547902|Bona estas fremdlando sed aliaj tie loĝu|Bona estas fremdlando sed aliaj tie loĝu
common_voice_eo_18583255|Sed mi ne rimarkis ke la fendego direktiĝis oblikve sube de mi|Sed mi ne rimarkis ke la fendego direktiĝis oblikve sube de mi
common_voice_eo_18583256|Per vorto ĝentila ĉio estas facila|Per vorto ĝentila ĉio estas facila
common_voice_eo_18583257|Por regna speso ne ekzistas forgeso|Por regna speso ne ekzistas forgeso
common_voice_eo_18583258|Dio orfojn ne forgesas|Dio orfojn ne forgesas
common_voice_eo_18583260|Nek por baki nek por haki|Nek por baki nek por haki
common_voice_eo_18583261|Per promesoj estas pavimita la infero|Per promesoj estas pavimita la infero
common_voice_eo_18583262|Jen estas kial mi ne parolis pri li|Jen estas kial mi ne parolis pri li
common_voice_eo_18583263|Kiu demandas tiu ne eraras|Kiu demandas tiu ne eraras
common_voice_eo_18583264|Dume Herbeno korekta kaj malvarma ĉiam staris antaŭ li|Dume Herbeno korekta kaj malvarma ĉiam staris antaŭ li
common_voice_eo_18583265|Riĉulo havas grandan parencaron|Riĉulo havas grandan parencaron
common_voice_eo_18583266|Ĝi estas akvo al lia muelilo|Ĝi estas akvo al lia muelilo
common_voice_eo_18583267|Cent jarojn silentis kaj subite sin prezentis|Cent jarojn silentis kaj subite sin prezentis
common_voice_eo_18583268|Fradeko min mirigas diris Klozelo al la bankiero|Fradeko min mirigas diris Klozelo al la bankiero
common_voice_eo_18583269|Vivu mizere sed vivu libere|Vivu mizere sed vivu libere
common_voice_eo_18583274|Vivi inter forno hejtita kaj tablo kovrita|Vivi inter forno hejtita kaj tablo kovrita
common_voice_eo_18583284|Esperis flaton  ricevis baton|Esperis flaton  ricevis baton
common_voice_eo_18583285|Pro tiuj vortoj Fernando paliĝis kaj konfuziĝis|Pro tiuj vortoj Fernando paliĝis kaj konfuziĝis
common_voice_eo_18583286|Parolu mi deziregas ĝin koni|Parolu mi deziregas ĝin koni
common_voice_eo_18583287|Beatrico ne eraris|Beatrico ne eraris
common_voice_eo_18583325|Vitro estas rompebla kaj travidebla|Vitro estas rompebla kaj travidebla
common_voice_eo_18583326|Ĝi ne estas tiel facila kiel laboro argila|Ĝi ne estas tiel facila kiel laboro argila
common_voice_eo_18583327|Beatrico estas delikata kaj bonedukita virino|Beatrico estas delikata kaj bonedukita virino
common_voice_eo_18583328|Maŭrico Maŭrico Maŭrico|Maŭrico Maŭrico Maŭrico
common_voice_eo_18583333|Vundo sekreta doloras plej multe|Vundo sekreta doloras plej multe
common_voice_eo_18583334|Kion jaroj ne donis ofte minuto alportas|Kion jaroj ne donis ofte minuto alportas
common_voice_eo_18583335|Plena nokto de dormado min tute resanigis|Plena nokto de dormado min tute resanigis
common_voice_eo_18583337|Ĝi iris al li preter la buŝon|Ĝi iris al li preter la buŝon
common_voice_eo_18583344|Kien kudrilo iras tien fadenon ĝi tiras|Kien kudrilo iras tien fadenon ĝi tiras
common_voice_eo_18583345|Sed neniu ŝin imitis|Sed neniu ŝin imitis
common_voice_eo_18583346|Ŝajnas ke la tempo fluinta okupas en mia vivo neniun lokon|Ŝajnas ke la tempo fluinta okupas en mia vivo neniun lokon
common_voice_eo_18583347|Antaŭ li sidis la bankiero iom pala eble sed ĉiam ridetanta|Antaŭ li sidis la bankiero iom pala eble sed ĉiam ridetanta
common_voice_eo_18583348|Rapide ŝi prenis sian poŝtukon kaj ĝin portis al siaj lipoj|Rapide ŝi prenis sian poŝtukon kaj ĝin portis al siaj lipoj
common_voice_eo_18587035|La homo kiun oni konfuzis kun Herbeno povas esti nur vi|La homo kiun oni konfuzis kun Herbeno povas esti nur vi
common_voice_eo_18587036|Al Taburio oni komisiis la plenumon de tiu tasko|Al Taburio oni komisiis la plenumon de tiu tasko
common_voice_eo_18587037|Tiam la entuziasmo fariĝis nerakontebla|Tiam la entuziasmo fariĝis nerakontebla
common_voice_eo_18587038|Tute libera kiel birdo aera|Tute libera kiel birdo aera
common_voice_eo_18587039|Ĉu mi ne estas lia edzino|Ĉu mi ne estas lia edzino
common_voice_eo_18587045|Ne ekzistas en komerco amikeco nek ŝerco|Ne ekzistas en komerco amikeco nek ŝerco
common_voice_eo_18587046|Ilo el oro taŭgas por ĉiu laboro|Ilo el oro taŭgas por ĉiu laboro
common_voice_eo_18587047|Kion mi povas tion mi elŝovas|Kion mi povas tion mi elŝovas
common_voice_eo_18587048|Lumo fariĝos kulpulo troviĝos|Lumo fariĝos kulpulo troviĝos
common_voice_eo_18587049|Tio estas malvera respondis Herbeno kolere|Tio estas malvera respondis Herbeno kolere
common_voice_eo_18587055|Petro ŝanceliĝis sed ne moviĝis|Petro ŝanceliĝis sed ne moviĝis
common_voice_eo_18587056|Li bruligis al si la lipharojn|Li bruligis al si la lipharojn
common_voice_eo_18587057|Ju laboro pli publika des pli granda la kritiko|Ju laboro pli publika des pli granda la kritiko
common_voice_eo_18587058|Sed subite ekvidante Fernandon ŝi ektremetis|Sed subite ekvidante Fernandon ŝi ektremetis
common_voice_eo_18587059|Nek la ĝardenisto nek lia edzino nek lia filo nek iu ajn vin vidis|Nek la ĝardenisto nek lia edzino nek lia filo nek iu ajn vin vidis
common_voice_eo_18587060|Kiu cedas al sia infano ĝin pereigas per propra mano|Kiu cedas al sia infano ĝin pereigas per propra mano
common_voice_eo_18587061|Ĉu do ĉiam vi amas lin|Ĉu do ĉiam vi amas lin
common_voice_eo_18587062|Lin alkonduku kun vi|Lin alkonduku kun vi
common_voice_eo_18587063|Mi longatempe pripensadis mia decido ne estis prenita malserioze|Mi longatempe pripensadis mia decido ne estis prenita malserioze
common_voice_eo_18587064|Ni forkuros kune mi prenos la nomon kiun li estos preninta|Ni forkuros kune mi prenos la nomon kiun li estos preninta
common_voice_eo_18587065|Ŝafaro harmonia lupon ne timas|Ŝafaro harmonia lupon ne timas
common_voice_eo_18587066|La falinta homo ne povis sin levi|La falinta homo ne povis sin levi
common_voice_eo_18587067|La vizitanto sin klinis|La vizitanto sin klinis
common_voice_eo_18587068|Sed la bankiero ne insistis|Sed la bankiero ne insistis
common_voice_eo_18587069|Tra unu orelo eniras tra la dua eliras|Tra unu orelo eniras tra la dua eliras
common_voice_eo_18587070|Pelis pavon falis kavon|Pelis pavon falis kavon
common_voice_eo_18587071|Certe li ne troviĝas en multe pli bona stato|Certe li ne troviĝas en multe pli bona stato
common_voice_eo_18587072|Mi faros tion kion vi deziras|Mi faros tion kion vi deziras
common_voice_eo_18587073|Inter miaj muroj estu miaj plezuroj|Inter miaj muroj estu miaj plezuroj
common_voice_eo_18587074|Atendu unu minuton|Atendu unu minuton
common_voice_eo_18587085|Kiu vivos tiu vidos|Kiu vivos tiu vidos
common_voice_eo_18587086|Aŭskultu min mia malnova amiko diris tiam la studento|Aŭskultu min mia malnova amiko diris tiam la studento
common_voice_eo_18587087|Ne volas kokino al festeno sed oni ĝin trenas perforte|Ne volas kokino al festeno sed oni ĝin trenas perforte
common_voice_eo_18587088|Bedaŭro kaj ĉagreno ŝuldon ne kovras|Bedaŭro kaj ĉagreno ŝuldon ne kovras
common_voice_eo_18587089|Li amas min sed mi lin ne amas|Li amas min sed mi lin ne amas
common_voice_eo_18587095|Tia estis efektive mia unua intenco|Tia estis efektive mia unua intenco
common_voice_eo_18587096|Kiun malĝojo ne turmentis tiu ĝojon ne sentas|Kiun malĝojo ne turmentis tiu ĝojon ne sentas
common_voice_eo_18587097|Elparolante tiujn vortojn Maziero portis la sian al siaj lipoj|Elparolante tiujn vortojn Maziero portis la sian al siaj lipoj
common_voice_eo_18587098|Ne helpas glorkrono al malplena kaldrono|Ne helpas glorkrono al malplena kaldrono
common_voice_eo_18587099|Poste vi ambaŭ regajnos la tempon perditan|Poste vi ambaŭ regajnos la tempon perditan
common_voice_eo_18587100|Malsaĝulo diris vorteron saĝulo komprenas la tutan aferon|Malsaĝulo diris vorteron saĝulo komprenas la tutan aferon
common_voice_eo_18587101|Necese estas ke tion mi kontrolu mem ŝi diris|Necese estas ke tion mi kontrolu mem ŝi diris
common_voice_eo_18587102|Laŭ mia opinio li estas tute prava respondis la advokato|Laŭ mia opinio li estas tute prava respondis la advokato
common_voice_eo_18587104|Ĉu eĉ oni ĝin donos al Fernando|Ĉu eĉ oni ĝin donos al Fernando
common_voice_eo_18587105|Apenaŭ Beatrico estis sidanta tuj ŝi ekploregis|Apenaŭ Beatrico estis sidanta tuj ŝi ekploregis
common_voice_eo_18587106|Ŝi ekaŭdis en la vestiblo la voĉon de sia edzo|Ŝi ekaŭdis en la vestiblo la voĉon de sia edzo
common_voice_eo_18587107|Tio ne estas grava|Tio ne estas grava
common_voice_eo_18587108|Ĉiu tajloro havas sian tranĉmanieron|Ĉiu tajloro havas sian tranĉmanieron
common_voice_eo_18587109|Pri tio mi estas certa|Pri tio mi estas certa
common_voice_eo_18236184|Pli bona  estas malamiko de bona|Pli bona  estas malamiko de bona
common_voice_eo_18236185|Se sako tro pleniĝas ĝi baldaŭ disŝiriĝas|Se sako tro pleniĝas ĝi baldaŭ disŝiriĝas
common_voice_eo_18236186|Ĉiu provas kion li povas|Ĉiu provas kion li povas
common_voice_eo_18236187|Ŝi ŝajnas plijunigita kaj reale ŝi estas plijunigita je ses jaroj|Ŝi ŝajnas plijunigita kaj reale ŝi estas plijunigita je ses jaroj
common_voice_eo_18236188|Perdiĝas per pruntedono amiko kaj mono|Perdiĝas per pruntedono amiko kaj mono
common_voice_eo_18236189|Tro longa atendo ĝis fino de l vendo|Tro longa atendo ĝis fino de l vendo
common_voice_eo_18236190|Ŝiru rozojn en somero ĉar en vintro ili ne estas|Ŝiru rozojn en somero ĉar en vintro ili ne estas
common_voice_eo_18236191|Reĝino komprenis ke ŝi estas pereonta|Reĝino komprenis ke ŝi estas pereonta
common_voice_eo_18236192|Poste ŝi supreniris al sia fraŭlina ĉambro|Poste ŝi supreniris al sia fraŭlina ĉambro
common_voice_eo_18236194|Ne puŝu vian regularon en fremdan anaron|Ne puŝu vian regularon en fremdan anaron
common_voice_eo_18236195|Ĝi estas ankoraŭ pasero en aero|Ĝi estas ankoraŭ pasero en aero
common_voice_eo_18236196|Jes respondis unu el ĉeestantoj|Jes respondis unu el ĉeestantoj
common_voice_eo_18236197|Estis necese rapidi|Estis necese rapidi
common_voice_eo_18236198|Sanigaĵo malbongusta sed efiko plej ĝusta|Sanigaĵo malbongusta sed efiko plej ĝusta
common_voice_eo_18236199|Inter la mano ĝis la buŝo ofte disverŝiĝas la supo|Inter la mano ĝis la buŝo ofte disverŝiĝas la supo
common_voice_eo_18236200|Vi komprenas ke post tia katastrofo mi ne povis plu revi al edziniĝo|Vi komprenas ke post tia katastrofo mi ne povis plu revi al edziniĝo
common_voice_eo_18236201|La eksperimento sukcesis pli perfekte ol esperis Eduardo|La eksperimento sukcesis pli perfekte ol esperis Eduardo
common_voice_eo_18236202|Li foriris kun longa nazo|Li foriris kun longa nazo
common_voice_eo_18236203|En tiu okazo la hipotezo de Eduardo povus esti ĝusta|En tiu okazo la hipotezo de Eduardo povus esti ĝusta
common_voice_eo_18236205|Por mi ne estos sama la afero|Por mi ne estos sama la afero
common_voice_eo_18236206|Kion do li faris por tiel grave meriti vian patran malamon|Kion do li faris por tiel grave meriti vian patran malamon
common_voice_eo_18236207|Cetere via sinjorina Moŝto ne bezonas maltrankviliĝi|Cetere via sinjorina Moŝto ne bezonas maltrankviliĝi
common_voice_eo_18236208|Mi eĉ ne memoras ke iam mi vidis ŝin tiel gaja kaj tiel ridema|Mi eĉ ne memoras ke iam mi vidis ŝin tiel gaja kaj tiel ridema
common_voice_eo_18236209|Ĉu liaj cerbaj ecoj malaltiĝis|Ĉu liaj cerbaj ecoj malaltiĝis
common_voice_eo_18236210|Propran vangon neniu batas|Propran vangon neniu batas
common_voice_eo_18236211|Mi toleros ĉiujn turmentojn mi akceptos ĉiujn humilaĵojn|Mi toleros ĉiujn turmentojn mi akceptos ĉiujn humilaĵojn
common_voice_eo_18236212|Li estas en klopodoj de l kapo ĝis piedoj|Li estas en klopodoj de l kapo ĝis piedoj
common_voice_eo_18236213|Ĉu tio ne sufiĉas|Ĉu tio ne sufiĉas
common_voice_eo_18236214|Atendu min unu minuton mi iras por ĝin venigi|Atendu min unu minuton mi iras por ĝin venigi
common_voice_eo_18236215|De tro multa scio krevas la kranio|De tro multa scio krevas la kranio
common_voice_eo_18236216|Mi aŭdas mian bopatrinon|Mi aŭdas mian bopatrinon
common_voice_eo_18236217|Lia deĵoro ne suferis plu pro liaj humoraj neegalecoj|Lia deĵoro ne suferis plu pro liaj humoraj neegalecoj
common_voice_eo_18236218|La rozo apartenas al Teodoro|La rozo apartenas al Teodoro
common_voice_eo_18236219|Se Fradeko estis savita li tion ŝuldis al sia svenado|Se Fradeko estis savita li tion ŝuldis al sia svenado
common_voice_eo_18236220|Kio pasis ne revenos|Kio pasis ne revenos
common_voice_eo_18236221|Ho ve|Ho ve
common_voice_eo_18236222|Li estas freneza mi ne lin kolerigu|Li estas freneza mi ne lin kolerigu
common_voice_eo_18236223|Ŝuldo ne bruas tamen dormon detruas|Ŝuldo ne bruas tamen dormon detruas
common_voice_eo_18236224|Sed tiu preterlasita vorto estis vera konfeso|Sed tiu preterlasita vorto estis vera konfeso
common_voice_eo_18236225|Nu li estas Herbeno|Nu li estas Herbeno
common_voice_eo_18236226|Kondamnita al punlaboroj ĝis la fino de via vivo|Kondamnita al punlaboroj ĝis la fino de via vivo
common_voice_eo_18236227|Tablo kovrita faras amikojn|Tablo kovrita faras amikojn
common_voice_eo_18236228|Vi mokas min mi opinias|Vi mokas min mi opinias
common_voice_eo_18236231|Ĉu ekzistas novaĵoj|Ĉu ekzistas novaĵoj
common_voice_eo_18236232|Gasto havas akrajn okulojn|Gasto havas akrajn okulojn
common_voice_eo_18236233|Ne serĉu bonan arbaron serĉu bonan najbaron|Ne serĉu bonan arbaron serĉu bonan najbaron
common_voice_eo_18236234|Hom malesperas Dio aperas|Hom malesperas Dio aperas
common_voice_eo_18236235|Tiufoje la junulo komprenis kaj eliris|Tiufoje la junulo komprenis kaj eliris
common_voice_eo_18236236|Bona vino al la fino|Bona vino al la fino
common_voice_eo_18236237|Nenio min interesas plu kaj neniam mi malfermas ĵurnalon|Nenio min interesas plu kaj neniam mi malfermas ĵurnalon
common_voice_eo_18236238|Rigardu kaj komparu|Rigardu kaj komparu
common_voice_eo_18236239|Ne respondis Reĝino|Ne respondis Reĝino
common_voice_eo_18236241|Timu nenion|Timu nenion
common_voice_eo_18236242|Viktoro mia brava knabo jen estas vi|Viktoro mia brava knabo jen estas vi
common_voice_eo_18236243|Ĉu Fernando jam estus rekonita|Ĉu Fernando jam estus rekonita
common_voice_eo_18236244|Malaperis kiel ŝtono en maron|Malaperis kiel ŝtono en maron
common_voice_eo_18236245|Petro restis nekortuŝebla en lia vizaĝo neniu muskolo tremetis|Petro restis nekortuŝebla en lia vizaĝo neniu muskolo tremetis
common_voice_eo_18236246|Fradeko silentiĝis ne havante plu ion por diri|Fradeko silentiĝis ne havante plu ion por diri
common_voice_eo_18236247|Se vi sendis malsaĝulon sendu kontrolon|Se vi sendis malsaĝulon sendu kontrolon
common_voice_eo_18236248|Trinku tion|Trinku tion
common_voice_eo_18236250|Truon de l honoro flikos neniu tajloro|Truon de l honoro flikos neniu tajloro
common_voice_eo_18236251|Li estis tie|Li estis tie
common_voice_eo_18236252|Vi vidas ke mi parolas al vi amike|Vi vidas ke mi parolas al vi amike
common_voice_eo_18236253|La lipoj ne montru kion manĝis la buŝo|La lipoj ne montru kion manĝis la buŝo
common_voice_eo_18236254|Kriu eĉ raŭke sed kanti ne ĉesu|Kriu eĉ raŭke sed kanti ne ĉesu
common_voice_eo_18236255|Enbati al si en la kapon|Enbati al si en la kapon
common_voice_eo_18236256|Kontentulo estas pli feliĉa ol homo plej riĉa|Kontentulo estas pli feliĉa ol homo plej riĉa
common_voice_eo_18236257|Tiuj paroloj estas iomete mallumaj respondis Petro|Tiuj paroloj estas iomete mallumaj respondis Petro
common_voice_eo_18236258|Volu akcepti estimata kolego la certigon de mia plej alta konsidero|Volu akcepti estimata kolego la certigon de mia plej alta konsidero
common_voice_eo_18236259|Se mi ne estus edzo mi kredas ke neniam mi estus reveninta Eŭropon|Se mi ne estus edzo mi kredas ke neniam mi estus reveninta Eŭropon
common_voice_eo_18236260|Li saltas gracie kiel urso ebria|Li saltas gracie kiel urso ebria
common_voice_eo_18236261|Ne ĉiu bojato estas ŝtelisto|Ne ĉiu bojato estas ŝtelisto
common_voice_eo_18236262|Kontentigi la katon kaj kune la raton|Kontentigi la katon kaj kune la raton
common_voice_eo_18236263|Fremda manĝo havas bonan guston|Fremda manĝo havas bonan guston
common_voice_eo_18244181|Beatrico la adoratino havis nur ankoraŭ kelkajn tagojn por vivi|Beatrico la adoratino havis nur ankoraŭ kelkajn tagojn por vivi
common_voice_eo_18244183|En kompanio eĉ morto faciliĝas|En kompanio eĉ morto faciliĝas
common_voice_eo_18244185|Sed simpla rigardo al mi montris ke mia timo estas vana|Sed simpla rigardo al mi montris ke mia timo estas vana
common_voice_eo_18244188|Kian profiton li povas eltiri el tiu malkaŝo|Kian profiton li povas eltiri el tiu malkaŝo
common_voice_eo_18244191|Mi estis tre saĝa|Mi estis tre saĝa
common_voice_eo_18244197|Mi hejme sidis nenion vidis|Mi hejme sidis nenion vidis
common_voice_eo_18244198|Timante ke mi min perfidos mem mi apenaŭ respondis per unusilaboj|Timante ke mi min perfidos mem mi apenaŭ respondis per unusilaboj
common_voice_eo_18244200|Kiu kapon posedas kombilon jam trovos|Kiu kapon posedas kombilon jam trovos
common_voice_eo_18244206|Fari al iu ursan kareson|Fari al iu ursan kareson
common_voice_eo_18244207|Nia kuniĝo ne havis sekvojn feliĉe neniuj homoj ĝin konas|Nia kuniĝo ne havis sekvojn feliĉe neniuj homoj ĝin konas
common_voice_eo_18244208|Kredeble vi bonvolos trinki tason da teo manĝetante biskviton|Kredeble vi bonvolos trinki tason da teo manĝetante biskviton
common_voice_eo_18244209|Akvo estas fluidaĵo|Akvo estas fluidaĵo
common_voice_eo_18244210|Kiam tro daŭras la vivado en hoteloj ĝi fine fariĝas tediga|Kiam tro daŭras la vivado en hoteloj ĝi fine fariĝas tediga
common_voice_eo_18244216|Per unu ŝtono oni du ĵetojn ne faras|Per unu ŝtono oni du ĵetojn ne faras
common_voice_eo_18244217|Malprecizajn sensencajn parolojn|Malprecizajn sensencajn parolojn
common_voice_eo_18244218|Fradeko estis prava|Fradeko estis prava
common_voice_eo_18244220|Pekinto pentas kolero silentas|Pekinto pentas kolero silentas
common_voice_eo_18244221|Mi preferas min mortigi tuje|Mi preferas min mortigi tuje
common_voice_eo_18244222|Petro ridetis|Petro ridetis
common_voice_eo_18244223|Ne estis same por Fernando|Ne estis same por Fernando
common_voice_eo_18244224|Ĉiu vivas laŭ sia prudento kaj sento|Ĉiu vivas laŭ sia prudento kaj sento
common_voice_eo_18244225|Mi dankas vin sinjorino aŭ fraŭlino mi vidas ke vi estas bonkora|Mi dankas vin sinjorino aŭ fraŭlino mi vidas ke vi estas bonkora
common_voice_eo_18244229|Eble vi estis trompita de simileco|Eble vi estis trompita de simileco
common_voice_eo_18244231|Aliparte ne estas ĉiam tre facile sin provizi je fulmosimila toksaĵo|Aliparte ne estas ĉiam tre facile sin provizi je fulmosimila toksaĵo
common_voice_eo_18244233|Mi scias kaj estu certa ke tio min multe ĉagrenis|Mi scias kaj estu certa ke tio min multe ĉagrenis
common_voice_eo_18244234|Malsaĝo estas najbaro de mizero|Malsaĝo estas najbaro de mizero
common_voice_eo_18244235|Nevo de papo facile fariĝas kardinalo|Nevo de papo facile fariĝas kardinalo
common_voice_eo_18244236|Pli da havo pli da klopodoj|Pli da havo pli da klopodoj
common_voice_eo_18244237|Hazardo estas malbona gardo|Hazardo estas malbona gardo
common_voice_eo_18244238|Kio troviĝas en tiu glaso|Kio troviĝas en tiu glaso
common_voice_eo_18244239|Nek pio por Dio nek kapablo por diablo|Nek pio por Dio nek kapablo por diablo
common_voice_eo_18244240|Vi estus pli humana lasante min morti|Vi estus pli humana lasante min morti
common_voice_eo_18244241|Igu ŝin feliĉa|Igu ŝin feliĉa
common_voice_eo_18244242|Lupo lupon ne manĝas|Lupo lupon ne manĝas
common_voice_eo_18244243|Havi larĝan konsciencon|Havi larĝan konsciencon
common_voice_eo_18244244|Mi vivis por Beatrico|Mi vivis por Beatrico
common_voice_eo_18244245|Vi estas tute simple ridinda|Vi estas tute simple ridinda
common_voice_eo_18244256|Kiun favoras la sorto por tiu eĉ koko estas ovoporta|Kiun favoras la sorto por tiu eĉ koko estas ovoporta
common_voice_eo_18244257|Ne kaj eĉ mi tre timas ke neniam mi havos la ĝojon fariĝi patro|Ne kaj eĉ mi tre timas ke neniam mi havos la ĝojon fariĝi patro
common_voice_eo_18244258|Kun kiu vi kuniĝas tia vi fariĝas|Kun kiu vi kuniĝas tia vi fariĝas
common_voice_eo_18244259|Lasu min|Lasu min
common_voice_eo_18244260|Bruligi al si la lipharojn|Bruligi al si la lipharojn
common_voice_eo_18244266|Juku la haŭto sed ne sur mia korpo|Juku la haŭto sed ne sur mia korpo
common_voice_eo_18244267|Kiu nenion valoras plej multe sin gloras|Kiu nenion valoras plej multe sin gloras
common_voice_eo_18244268|La krimulino|La krimulino
common_voice_eo_18244269|Li revenis en la ĉambron de Klotildo|Li revenis en la ĉambron de Klotildo
common_voice_eo_18244270|Eble fraŭlino Kolardo ne estas tute malprava li diris|Eble fraŭlino Kolardo ne estas tute malprava li diris
common_voice_eo_18244271|La vizitanto sin klinis|La vizitanto sin klinis
common_voice_eo_18244272|En tiu momento servisto eniris por iom ordigi la ĉambron|En tiu momento servisto eniris por iom ordigi la ĉambron
common_voice_eo_18244273|Tiu teĥnika vorto signifas perdo de memoreco|Tiu teĥnika vorto signifas perdo de memoreco
common_voice_eo_18244274|Ĉu al ŝi ne estis rezervita la rolo korekti tiun blindecon de Fortuno|Ĉu al ŝi ne estis rezervita la rolo korekti tiun blindecon de Fortuno
common_voice_eo_18244275|Ŝi sentis ke Fradeko ŝin malpardonas pro ŝia venko|Ŝi sentis ke Fradeko ŝin malpardonas pro ŝia venko
common_voice_eo_18260735|Kiel pala vi estas ŝi rimarkigis|Kiel pala vi estas ŝi rimarkigis
common_voice_eo_18260736|Ne ne vi ne estas malviva tio estus tro abomena|Ne ne vi ne estas malviva tio estus tro abomena
common_voice_eo_18260737|Fremda doloro ne kondukas al ploro|Fremda doloro ne kondukas al ploro
common_voice_eo_18260738|Tro da libero kondukas al mizero|Tro da libero kondukas al mizero
common_voice_eo_18260739|Jes kaj ne samtempe|Jes kaj ne samtempe
common_voice_eo_18260745|Vojon batitan herbo ne kovras|Vojon batitan herbo ne kovras
common_voice_eo_18260746|Nur morgaŭ mi povos respondi al via demando|Nur morgaŭ mi povos respondi al via demando
common_voice_eo_18260747|Mi estis allogita ensorĉita eĉ de la ebriiga beleco de via kuzino|Mi estis allogita ensorĉita eĉ de la ebriiga beleco de via kuzino
common_voice_eo_18260748|Kiu ne akiras kiam li povas tiu poste deziras sed jam ne retrovas|Kiu ne akiras kiam li povas tiu poste deziras sed jam ne retrovas
common_voice_eo_18260749|Li havis viandon mi havis nur oston  li havis la ĝuon mi pagis la koston|Li havis viandon mi havis nur oston  li havis la ĝuon mi pagis la koston
common_voice_eo_18260769|Ne rapidu kun vortoj rapidu kun faroj|Ne rapidu kun vortoj rapidu kun faroj
common_voice_eo_18260770|La bona Onezimo estis embarasata|La bona Onezimo estis embarasata
common_voice_eo_18260771|Vidu kiel kviete li dormas|Vidu kiel kviete li dormas
common_voice_eo_18260773|Kaj la malfeliĉulo enprofundiĝis en siajn malĝojajn pripensadojn|Kaj la malfeliĉulo enprofundiĝis en siajn malĝojajn pripensadojn
common_voice_eo_18260775|Larmoj ŝuldon ne pagas|Larmoj ŝuldon ne pagas
common_voice_eo_18260776|Saĝa kapo duonvorton komprenas|Saĝa kapo duonvorton komprenas
common_voice_eo_18260777|Fradeko mi estas Fradeko mi restos|Fradeko mi estas Fradeko mi restos
common_voice_eo_18260778|La juĝisto havis geston de malkontentiĝo|La juĝisto havis geston de malkontentiĝo
common_voice_eo_18260779|Pro tio mi forlasas kontraŭstaron kiun mi rekonas neutila|Pro tio mi forlasas kontraŭstaron kiun mi rekonas neutila
common_voice_eo_18260793|Pli nerevokebla ankoraŭ ol en la pasinta tempo|Pli nerevokebla ankoraŭ ol en la pasinta tempo
common_voice_eo_18260795|Revidante sian edzon Beatrico svenis pro kortuŝego|Revidante sian edzon Beatrico svenis pro kortuŝego
common_voice_eo_18260797|Nek alian personon|Nek alian personon
common_voice_eo_18260798|Tio estis feliĉa por ŝi|Tio estis feliĉa por ŝi
common_voice_eo_18260799|Eliru eliru li stertoris|Eliru eliru li stertoris
common_voice_eo_18260807|Li dentojn prunti ne bezonas|Li dentojn prunti ne bezonas
common_voice_eo_18260808|Ĉu Herbeno petis ilojn por skribi|Ĉu Herbeno petis ilojn por skribi
common_voice_eo_18260809|Kiu mem sin gloras malbone odoras|Kiu mem sin gloras malbone odoras
common_voice_eo_18260810|Unua venis unua prenis|Unua venis unua prenis
common_voice_eo_18260824|Senkulpigu min diris Beatrico al sinjorino Klozelo|Senkulpigu min diris Beatrico al sinjorino Klozelo
common_voice_eo_18260825|Kune kaptite kune punite|Kune kaptite kune punite
common_voice_eo_18260826|Kiu estas tie ĉi|Kiu estas tie ĉi
common_voice_eo_18260827|Sed en tiu momento iliaj rigardoj falis sur Beatricon|Sed en tiu momento iliaj rigardoj falis sur Beatricon
common_voice_eo_17907229|Timulo timas eĉ sian propran ombron|Timulo timas eĉ sian propran ombron
